Raw Data 		Experiment - Edward qPCR Nrd1 calibration 2019-02-02 (Run on LCS480 1.5.0.39)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	483-533	
A3	Sample 3	3	1	1	1846234	68.21	6.40
A3	Sample 3	3	1	1	1847550	68.43	6.43
A3	Sample 3	3	1	1	1848867	68.61	6.46
A3	Sample 3	3	1	1	1850184	68.83	6.50
A3	Sample 3	3	1	1	1851500	69.03	6.53
A3	Sample 3	3	1	1	1852834	69.21	6.57
A3	Sample 3	3	1	1	1854167	69.4	6.60
A3	Sample 3	3	1	1	1855484	69.62	6.61
A3	Sample 3	3	1	1	1856801	69.83	6.61
A3	Sample 3	3	1	1	1858100	70.03	6.62
A3	Sample 3	3	1	1	1859417	70.2	6.59
A3	Sample 3	3	1	1	1860734	70.38	6.57
A3	Sample 3	3	1	1	1862100	70.63	6.54
A3	Sample 3	3	1	1	1863434	70.81	6.51
A3	Sample 3	3	1	1	1864767	71.04	6.51
A3	Sample 3	3	1	1	1866084	71.21	6.48
A3	Sample 3	3	1	1	1867400	71.41	6.46
A3	Sample 3	3	1	1	1868700	71.61	6.42
A3	Sample 3	3	1	1	1870034	71.82	6.37
A3	Sample 3	3	1	1	1871350	71.99	6.31
A3	Sample 3	3	1	1	1872700	72.2	6.28
A3	Sample 3	3	1	1	1874034	72.39	6.21
A3	Sample 3	3	1	1	1875350	72.6	6.16
A3	Sample 3	3	1	1	1876667	72.83	6.12
A3	Sample 3	3	1	1	1878017	73	6.07
A3	Sample 3	3	1	1	1879334	73.2	6.02
A3	Sample 3	3	1	1	1880634	73.41	5.97
A3	Sample 3	3	1	1	1881984	73.61	5.90
A3	Sample 3	3	1	1	1883300	73.82	5.86
A3	Sample 3	3	1	1	1884600	73.99	5.80
A3	Sample 3	3	1	1	1885900	74.19	5.75
A3	Sample 3	3	1	1	1887217	74.42	5.70
A3	Sample 3	3	1	1	1888517	74.59	5.65
A3	Sample 3	3	1	1	1889834	74.78	5.61
A3	Sample 3	3	1	1	1891167	74.98	5.55
A3	Sample 3	3	1	1	1892500	75.19	5.49
A3	Sample 3	3	1	1	1893834	75.38	5.44
A3	Sample 3	3	1	1	1895150	75.59	5.39
A3	Sample 3	3	1	1	1896484	75.8	5.33
A3	Sample 3	3	1	1	1897817	76	5.29
A3	Sample 3	3	1	1	1899150	76.2	5.24
A3	Sample 3	3	1	1	1900500	76.41	5.18
A3	Sample 3	3	1	1	1901834	76.6	5.14
A3	Sample 3	3	1	1	1903134	76.78	5.09
A3	Sample 3	3	1	1	1904450	77.01	5.03
A3	Sample 3	3	1	1	1905750	77.21	4.98
A3	Sample 3	3	1	1	1907067	77.41	4.92
A3	Sample 3	3	1	1	1908417	77.58	4.86
A3	Sample 3	3	1	1	1909734	77.79	4.79
A3	Sample 3	3	1	1	1911050	77.98	4.71
A3	Sample 3	3	1	1	1912367	78.19	4.61
A3	Sample 3	3	1	1	1913667	78.38	4.49
A3	Sample 3	3	1	1	1914984	78.6	4.31
A3	Sample 3	3	1	1	1916317	78.77	4.08
A3	Sample 3	3	1	1	1917667	79	3.74
A3	Sample 3	3	1	1	1918984	79.2	3.29
A3	Sample 3	3	1	1	1920334	79.38	2.69
A3	Sample 3	3	1	1	1921667	79.61	2.01
A3	Sample 3	3	1	1	1923017	79.8	1.36
A3	Sample 3	3	1	1	1924334	79.98	0.88
A3	Sample 3	3	1	1	1925617	80.17	0.59
A3	Sample 3	3	1	1	1926934	80.38	0.43
A3	Sample 3	3	1	1	1928267	80.58	0.35
A3	Sample 3	3	1	1	1929567	80.79	0.32
A3	Sample 3	3	1	1	1930884	80.96	0.30
A3	Sample 3	3	1	1	1932217	81.17	0.29
A3	Sample 3	3	1	1	1933567	81.4	0.29
A3	Sample 3	3	1	1	1934884	81.6	0.29
A3	Sample 3	3	1	1	1936234	81.78	0.28
A3	Sample 3	3	1	1	1937550	81.98	0.28
A3	Sample 3	3	1	1	1938867	82.15	0.28
A3	Sample 3	3	1	1	1940184	82.38	0.28
A3	Sample 3	3	1	1	1941500	82.6	0.28
A3	Sample 3	3	1	1	1942801	82.76	0.27
A3	Sample 3	3	1	1	1944167	82.97	0.27
A3	Sample 3	3	1	1	1945484	83.17	0.27
A3	Sample 3	3	1	1	1946801	83.38	0.27
A3	Sample 3	3	1	1	1948117	83.59	0.27
A3	Sample 3	3	1	1	1949450	83.76	0.27
A3	Sample 3	3	1	1	1950767	83.97	0.27
A3	Sample 3	3	1	1	1952100	84.18	0.27
A3	Sample 3	3	1	1	1953434	84.38	0.27
A3	Sample 3	3	1	1	1954734	84.58	0.27
A3	Sample 3	3	1	1	1956050	84.74	0.27
A3	Sample 3	3	1	1	1957334	84.96	0.27
A3	Sample 3	3	1	1	1958650	85.15	0.27
A3	Sample 3	3	1	1	1959934	85.35	0.27
A3	Sample 3	3	1	1	1961267	85.56	0.26
A3	Sample 3	3	1	1	1962584	85.74	0.26
A3	Sample 3	3	1	1	1963884	85.95	0.27
A3	Sample 3	3	1	1	1965217	86.15	0.26
A3	Sample 3	3	1	1	1966550	86.34	0.26
A3	Sample 3	3	1	1	1967900	86.55	0.26
A3	Sample 3	3	1	1	1969250	86.76	0.26
A3	Sample 3	3	1	1	1970600	86.96	0.26
A3	Sample 3	3	1	1	1971934	87.16	0.26
A3	Sample 3	3	1	1	1973250	87.35	0.26
A3	Sample 3	3	1	1	1974567	87.53	0.26
A3	Sample 3	3	1	1	1975917	87.78	0.26
A3	Sample 3	3	1	1	1977234	87.98	0.26
A3	Sample 3	3	1	1	1978550	88.17	0.26
A3	Sample 3	3	1	1	1979867	88.34	0.26
A3	Sample 3	3	1	1	1981184	88.56	0.25
A3	Sample 3	3	1	1	1982484	88.78	0.25
A3	Sample 3	3	1	1	1983817	88.96	0.26
A3	Sample 3	3	1	1	1985150	89.14	0.25
A3	Sample 3	3	1	1	1986484	89.36	0.26
A3	Sample 3	3	1	1	1987784	89.57	0.25
A3	Sample 3	3	1	1	1989100	89.75	0.25
A3	Sample 3	3	1	1	1990434	89.93	0.25
A3	Sample 3	3	1	1	1991767	90.15	0.25
A3	Sample 3	3	1	1	1993100	90.34	0.25
A3	Sample 3	3	1	1	1994417	90.54	0.25
A3	Sample 3	3	1	1	1995750	90.74	0.25
A3	Sample 3	3	1	1	1997067	90.94	0.25
A3	Sample 3	3	1	1	1998400	91.17	0.25
A3	Sample 3	3	1	1	1999717	91.36	0.25
A3	Sample 3	3	1	1	2001050	91.54	0.24
A3	Sample 3	3	1	1	2002384	91.76	0.24
A3	Sample 3	3	1	1	2003700	91.95	0.25
A3	Sample 3	3	1	1	2005017	92.13	0.25
A3	Sample 3	3	1	1	2006367	92.32	0.24
A3	Sample 3	3	1	1	2007667	92.58	0.25
A3	Sample 3	3	1	1	2008984	92.73	0.24
A3	Sample 3	3	1	1	2010284	92.96	0.24
A3	Sample 3	3	1	1	2011584	93.14	0.24
A3	Sample 3	3	1	1	2012884	93.34	0.24
A3	Sample 3	3	1	1	2014167	93.56	0.24
A3	Sample 3	3	1	1	2015517	93.75	0.24
A3	Sample 3	3	1	1	2016850	93.91	0.24
A3	Sample 3	3	1	1	2018167	94.13	0.24
A3	Sample 3	3	1	1	2019500	94.32	0.24
A3	Sample 3	3	1	1	2020834	94.55	0.24
A3	Sample 3	3	1	1	2022200	94.74	0.24
A4	Sample 4	2	2	1	234700	59.9	0.50
A4	Sample 4	2	2	2	274117	59.82	0.50
A4	Sample 4	2	2	3	313634	59.84	0.49
A4	Sample 4	2	2	4	353100	59.82	0.48
A4	Sample 4	2	2	5	392600	59.84	0.48
A4	Sample 4	2	2	6	432234	59.83	0.49
A4	Sample 4	2	2	7	471801	59.85	0.49
A4	Sample 4	2	2	8	511334	59.81	0.48
A4	Sample 4	2	2	9	550834	59.8	0.49
A4	Sample 4	2	2	10	590417	59.83	0.49
A4	Sample 4	2	2	11	630000	59.82	0.48
A4	Sample 4	2	2	12	669600	59.82	0.48
A4	Sample 4	2	2	13	709217	59.85	0.48
A4	Sample 4	2	2	14	748801	59.84	0.48
A4	Sample 4	2	2	15	788400	59.85	0.48
A4	Sample 4	2	2	16	827984	59.85	0.48
A4	Sample 4	2	2	17	867500	59.83	0.48
A4	Sample 4	2	2	18	907084	59.84	0.48
A4	Sample 4	2	2	19	946600	59.84	0.48
A4	Sample 4	2	2	20	986200	59.84	0.48
A4	Sample 4	2	2	21	1025784	59.83	0.48
A4	Sample 4	2	2	22	1065417	59.84	0.48
A4	Sample 4	2	2	23	1105017	59.84	0.48
A4	Sample 4	2	2	24	1144600	59.84	0.48
A4	Sample 4	2	2	25	1184200	59.81	0.49
A4	Sample 4	2	2	26	1223801	59.81	0.50
A4	Sample 4	2	2	27	1263384	59.84	0.51
A4	Sample 4	2	2	28	1303017	59.84	0.54
A4	Sample 4	2	2	29	1342584	59.85	0.61
A4	Sample 4	2	2	30	1382167	59.84	0.73
A4	Sample 4	2	2	31	1421650	59.83	0.97
A4	Sample 4	2	2	32	1461234	59.84	1.42
A4	Sample 4	2	2	33	1500784	59.84	2.12
A4	Sample 4	2	2	34	1540367	59.85	2.91
A4	Sample 4	2	2	35	1579884	59.81	3.66
A4	Sample 4	2	2	36	1619484	59.84	4.32
A4	Sample 4	2	2	37	1659100	59.85	4.87
A4	Sample 4	2	2	38	1698684	59.83	5.35
A4	Sample 4	2	2	39	1738284	59.84	5.75
A4	Sample 4	2	2	40	1777884	59.84	6.07
A4	Sample 4	3	1	1	1790634	59.93	6.57
A4	Sample 4	3	1	1	1791967	59.65	6.64
A4	Sample 4	3	1	1	1793284	59.68	6.69
A4	Sample 4	3	1	1	1794600	60.11	6.69
A4	Sample 4	3	1	1	1795917	60.45	6.66
A4	Sample 4	3	1	1	1797300	60.73	6.66
A4	Sample 4	3	1	1	1798617	60.95	6.65
A4	Sample 4	3	1	1	1799917	61.14	6.63
A4	Sample 4	3	1	1	1801250	61.41	6.61
A4	Sample 4	3	1	1	1802567	61.62	6.61
A4	Sample 4	3	1	1	1803884	61.84	6.62
A4	Sample 4	3	1	1	1805217	62.02	6.61
A4	Sample 4	3	1	1	1806584	62.24	6.59
A4	Sample 4	3	1	1	1807884	62.45	6.60
A4	Sample 4	3	1	1	1809200	62.64	6.59
A4	Sample 4	3	1	1	1810550	62.85	6.59
A4	Sample 4	3	1	1	1811900	63.03	6.58
A4	Sample 4	3	1	1	1813217	63.26	6.58
A4	Sample 4	3	1	1	1814550	63.44	6.57
A4	Sample 4	3	1	1	1815850	63.66	6.59
A4	Sample 4	3	1	1	1817217	63.83	6.59
A4	Sample 4	3	1	1	1818534	64.06	6.59
A4	Sample 4	3	1	1	1819867	64.25	6.57
A4	Sample 4	3	1	1	1821184	64.47	6.59
A4	Sample 4	3	1	1	1822517	64.65	6.57
A4	Sample 4	3	1	1	1823817	64.85	6.59
A4	Sample 4	3	1	1	1825150	65.03	6.60
A4	Sample 4	3	1	1	1826450	65.24	6.60
A4	Sample 4	3	1	1	1827784	65.45	6.59
A4	Sample 4	3	1	1	1829100	65.64	6.60
A4	Sample 4	3	1	1	1830417	65.81	6.62
A4	Sample 4	3	1	1	1831717	66.04	6.61
A4	Sample 4	3	1	1	1833034	66.25	6.63
A4	Sample 4	3	1	1	1834367	66.42	6.65
A4	Sample 4	3	1	1	1835684	66.63	6.68
A4	Sample 4	3	1	1	1837017	66.83	6.70
A4	Sample 4	3	1	1	1838350	67.05	6.71
A4	Sample 4	3	1	1	1839650	67.22	6.73
A4	Sample 4	3	1	1	1840950	67.43	6.75
A4	Sample 4	3	1	1	1842267	67.63	6.78
A4	Sample 4	3	1	1	1843584	67.84	6.81
A4	Sample 4	3	1	1	1844867	68.04	6.83
A4	Sample 4	3	1	1	1846234	68.21	6.87
A4	Sample 4	3	1	1	1847550	68.43	6.90
A4	Sample 4	3	1	1	1848867	68.61	6.94
A4	Sample 4	3	1	1	1850184	68.83	6.94
A4	Sample 4	3	1	1	1851500	69.03	6.93
A4	Sample 4	3	1	1	1852834	69.21	6.93
A4	Sample 4	3	1	1	1854167	69.4	6.90
A4	Sample 4	3	1	1	1855484	69.62	6.89
A4	Sample 4	3	1	1	1856801	69.83	6.85
A4	Sample 4	3	1	1	1858100	70.03	6.84
A4	Sample 4	3	1	1	1859417	70.2	6.80
A4	Sample 4	3	1	1	1860734	70.38	6.77
A4	Sample 4	3	1	1	1862100	70.63	6.73
A4	Sample 4	3	1	1	1863434	70.81	6.70
A4	Sample 4	3	1	1	1864767	71.04	6.66
A4	Sample 4	3	1	1	1866084	71.21	6.61
A4	Sample 4	3	1	1	1867400	71.41	6.55
A4	Sample 4	3	1	1	1868700	71.61	6.50
A4	Sample 4	3	1	1	1870034	71.82	6.44
A4	Sample 4	3	1	1	1871350	71.99	6.38
A4	Sample 4	3	1	1	1872700	72.2	6.31
A4	Sample 4	3	1	1	1874034	72.39	6.27
A4	Sample 4	3	1	1	1875350	72.6	6.20
A4	Sample 4	3	1	1	1876667	72.83	6.15
A4	Sample 4	3	1	1	1878017	73	6.09
A4	Sample 4	3	1	1	1879334	73.2	6.04
A4	Sample 4	3	1	1	1880634	73.41	5.97
A4	Sample 4	3	1	1	1881984	73.61	5.92
A4	Sample 4	3	1	1	1883300	73.82	5.86
A4	Sample 4	3	1	1	1884600	73.99	5.79
A4	Sample 4	3	1	1	1885900	74.19	5.72
A4	Sample 4	3	1	1	1887217	74.42	5.65
A4	Sample 4	3	1	1	1888517	74.59	5.57
A4	Sample 4	3	1	1	1889834	74.78	5.51
A4	Sample 4	3	1	1	1891167	74.98	5.39
A4	Sample 4	3	1	1	1892500	75.19	5.30
A4	Sample 4	3	1	1	1893834	75.38	5.21
A4	Sample 4	3	1	1	1895150	75.59	5.11
A4	Sample 4	3	1	1	1896484	75.8	5.02
A4	Sample 4	3	1	1	1897817	76	4.95
A4	Sample 4	3	1	1	1899150	76.2	4.88
A4	Sample 4	3	1	1	1900500	76.41	4.82
A4	Sample 4	3	1	1	1901834	76.6	4.77
A4	Sample 4	3	1	1	1903134	76.78	4.70
A4	Sample 4	3	1	1	1904450	77.01	4.65
A4	Sample 4	3	1	1	1905750	77.21	4.58
A4	Sample 4	3	1	1	1907067	77.41	4.52
A4	Sample 4	3	1	1	1908417	77.58	4.45
A4	Sample 4	3	1	1	1909734	77.79	4.37
A4	Sample 4	3	1	1	1911050	77.98	4.27
A4	Sample 4	3	1	1	1912367	78.19	4.16
A4	Sample 4	3	1	1	1913667	78.38	4.00
A4	Sample 4	3	1	1	1914984	78.6	3.80
A4	Sample 4	3	1	1	1916317	78.77	3.54
A4	Sample 4	3	1	1	1917667	79	3.19
A4	Sample 4	3	1	1	1918984	79.2	2.74
A4	Sample 4	3	1	1	1920334	79.38	2.17
A4	Sample 4	3	1	1	1921667	79.61	1.52
A4	Sample 4	3	1	1	1923017	79.8	0.95
A4	Sample 4	3	1	1	1924334	79.98	0.59
A4	Sample 4	3	1	1	1925617	80.17	0.42
A4	Sample 4	3	1	1	1926934	80.38	0.35
A4	Sample 4	3	1	1	1928267	80.58	0.33
A4	Sample 4	3	1	1	1929567	80.79	0.32
A4	Sample 4	3	1	1	1930884	80.96	0.32
A4	Sample 4	3	1	1	1932217	81.17	0.32
A4	Sample 4	3	1	1	1933567	81.4	0.31
A4	Sample 4	3	1	1	1934884	81.6	0.30
A4	Sample 4	3	1	1	1936234	81.78	0.30
A4	Sample 4	3	1	1	1937550	81.98	0.30
A4	Sample 4	3	1	1	1938867	82.15	0.30
A4	Sample 4	3	1	1	1940184	82.38	0.30
A4	Sample 4	3	1	1	1941500	82.6	0.30
A4	Sample 4	3	1	1	1942801	82.76	0.30
A4	Sample 4	3	1	1	1944167	82.97	0.29
A4	Sample 4	3	1	1	1945484	83.17	0.30
A4	Sample 4	3	1	1	1946801	83.38	0.30
A4	Sample 4	3	1	1	1948117	83.59	0.29
A4	Sample 4	3	1	1	1949450	83.76	0.30
A4	Sample 4	3	1	1	1950767	83.97	0.29
A4	Sample 4	3	1	1	1952100	84.18	0.29
A4	Sample 4	3	1	1	1953434	84.38	0.29
A4	Sample 4	3	1	1	1954734	84.58	0.29
A4	Sample 4	3	1	1	1956050	84.74	0.29
A4	Sample 4	3	1	1	1957334	84.96	0.29
A4	Sample 4	3	1	1	1958650	85.15	0.29
A4	Sample 4	3	1	1	1959934	85.35	0.29
A4	Sample 4	3	1	1	1961267	85.56	0.29
A4	Sample 4	3	1	1	1962584	85.74	0.28
A4	Sample 4	3	1	1	1963884	85.95	0.29
A4	Sample 4	3	1	1	1965217	86.15	0.29
A4	Sample 4	3	1	1	1966550	86.34	0.28
A4	Sample 4	3	1	1	1967900	86.55	0.28
A4	Sample 4	3	1	1	1969250	86.76	0.28
A4	Sample 4	3	1	1	1970600	86.96	0.28
A4	Sample 4	3	1	1	1971934	87.16	0.28
A4	Sample 4	3	1	1	1973250	87.35	0.28
A4	Sample 4	3	1	1	1974567	87.53	0.28
A4	Sample 4	3	1	1	1975917	87.78	0.28
A4	Sample 4	3	1	1	1977234	87.98	0.28
A4	Sample 4	3	1	1	1978550	88.17	0.28
A4	Sample 4	3	1	1	1979867	88.34	0.28
A4	Sample 4	3	1	1	1981184	88.56	0.27
A4	Sample 4	3	1	1	1982484	88.78	0.28
A4	Sample 4	3	1	1	1983817	88.96	0.28
A4	Sample 4	3	1	1	1985150	89.14	0.28
A4	Sample 4	3	1	1	1986484	89.36	0.27
A4	Sample 4	3	1	1	1987784	89.57	0.27
A4	Sample 4	3	1	1	1989100	89.75	0.27
A4	Sample 4	3	1	1	1990434	89.93	0.28
A4	Sample 4	3	1	1	1991767	90.15	0.27
A4	Sample 4	3	1	1	1993100	90.34	0.27
A4	Sample 4	3	1	1	1994417	90.54	0.27
A4	Sample 4	3	1	1	1995750	90.74	0.27
A4	Sample 4	3	1	1	1997067	90.94	0.27
A4	Sample 4	3	1	1	1998400	91.17	0.27
A4	Sample 4	3	1	1	1999717	91.36	0.27
A4	Sample 4	3	1	1	2001050	91.54	0.27
A4	Sample 4	3	1	1	2002384	91.76	0.27
A4	Sample 4	3	1	1	2003700	91.95	0.27
A4	Sample 4	3	1	1	2005017	92.13	0.27
A4	Sample 4	3	1	1	2006367	92.32	0.27
A4	Sample 4	3	1	1	2007667	92.58	0.27
A4	Sample 4	3	1	1	2008984	92.73	0.26
A4	Sample 4	3	1	1	2010284	92.96	0.27
A4	Sample 4	3	1	1	2011584	93.14	0.27
A4	Sample 4	3	1	1	2012884	93.34	0.27
A4	Sample 4	3	1	1	2014167	93.56	0.27
A4	Sample 4	3	1	1	2015517	93.75	0.26
A4	Sample 4	3	1	1	2016850	93.91	0.26
A4	Sample 4	3	1	1	2018167	94.13	0.26
A4	Sample 4	3	1	1	2019500	94.32	0.26
A4	Sample 4	3	1	1	2020834	94.55	0.26
A4	Sample 4	3	1	1	2022200	94.74	0.26
A5	Sample 5	2	2	1	234700	59.9	0.68
A5	Sample 5	2	2	2	274117	59.82	0.63
A5	Sample 5	2	2	3	313634	59.84	0.62
A5	Sample 5	2	2	4	353100	59.82	0.62
A5	Sample 5	2	2	5	392600	59.84	0.62
A5	Sample 5	2	2	6	432234	59.83	0.62
A5	Sample 5	2	2	7	471801	59.85	0.62
A5	Sample 5	2	2	8	511334	59.81	0.62
A5	Sample 5	2	2	9	550834	59.8	0.62
A5	Sample 5	2	2	10	590417	59.83	0.62
A5	Sample 5	2	2	11	630000	59.82	0.62
A5	Sample 5	2	2	12	669600	59.82	0.62
A5	Sample 5	2	2	13	709217	59.85	0.61
A5	Sample 5	2	2	14	748801	59.84	0.61
A5	Sample 5	2	2	15	788400	59.85	0.61
A5	Sample 5	2	2	16	827984	59.85	0.61
A5	Sample 5	2	2	17	867500	59.83	0.61
A5	Sample 5	2	2	18	907084	59.84	0.61
A5	Sample 5	2	2	19	946600	59.84	0.61
A5	Sample 5	2	2	20	986200	59.84	0.61
A5	Sample 5	2	2	21	1025784	59.83	0.60
A5	Sample 5	2	2	22	1065417	59.84	0.60
A5	Sample 5	2	2	23	1105017	59.84	0.61
A5	Sample 5	2	2	24	1144600	59.84	0.60
A5	Sample 5	2	2	25	1184200	59.81	0.60
A5	Sample 5	2	2	26	1223801	59.81	0.61
A5	Sample 5	2	2	27	1263384	59.84	0.61
A5	Sample 5	2	2	28	1303017	59.84	0.60
A5	Sample 5	2	2	29	1342584	59.85	0.60
A5	Sample 5	2	2	30	1382167	59.84	0.60
A5	Sample 5	2	2	31	1421650	59.83	0.60
A5	Sample 5	2	2	32	1461234	59.84	0.60
A5	Sample 5	2	2	33	1500784	59.84	0.60
A5	Sample 5	2	2	34	1540367	59.85	0.60
A5	Sample 5	2	2	35	1579884	59.81	0.59
A5	Sample 5	2	2	36	1619484	59.84	0.59
A5	Sample 5	2	2	37	1659100	59.85	0.59
A5	Sample 5	2	2	38	1698684	59.83	0.58
A5	Sample 5	2	2	39	1738284	59.84	0.58
A5	Sample 5	2	2	40	1777884	59.84	0.58
A5	Sample 5	3	1	1	1790634	59.93	0.58
A5	Sample 5	3	1	1	1791967	59.65	0.58
A5	Sample 5	3	1	1	1793284	59.68	0.59
A5	Sample 5	3	1	1	1794600	60.11	0.58
A5	Sample 5	3	1	1	1795917	60.45	0.57
A5	Sample 5	3	1	1	1797300	60.73	0.56
A5	Sample 5	3	1	1	1798617	60.95	0.56
A5	Sample 5	3	1	1	1799917	61.14	0.55
A5	Sample 5	3	1	1	1801250	61.41	0.55
A5	Sample 5	3	1	1	1802567	61.62	0.54
A5	Sample 5	3	1	1	1803884	61.84	0.54
A5	Sample 5	3	1	1	1805217	62.02	0.53
A5	Sample 5	3	1	1	1806584	62.24	0.53
A5	Sample 5	3	1	1	1807884	62.45	0.53
A5	Sample 5	3	1	1	1809200	62.64	0.52
A5	Sample 5	3	1	1	1810550	62.85	0.52
A5	Sample 5	3	1	1	1811900	63.03	0.52
A5	Sample 5	3	1	1	1813217	63.26	0.51
A5	Sample 5	3	1	1	1814550	63.44	0.51
A5	Sample 5	3	1	1	1815850	63.66	0.51
A5	Sample 5	3	1	1	1817217	63.83	0.50
A5	Sample 5	3	1	1	1818534	64.06	0.50
A5	Sample 5	3	1	1	1819867	64.25	0.50
A5	Sample 5	3	1	1	1821184	64.47	0.49
A5	Sample 5	3	1	1	1822517	64.65	0.49
A5	Sample 5	3	1	1	1823817	64.85	0.49
A5	Sample 5	3	1	1	1825150	65.03	0.48
A5	Sample 5	3	1	1	1826450	65.24	0.48
A5	Sample 5	3	1	1	1827784	65.45	0.48
A5	Sample 5	3	1	1	1829100	65.64	0.48
A5	Sample 5	3	1	1	1830417	65.81	0.47
A5	Sample 5	3	1	1	1831717	66.04	0.47
A5	Sample 5	3	1	1	1833034	66.25	0.47
A5	Sample 5	3	1	1	1834367	66.42	0.47
A5	Sample 5	3	1	1	1835684	66.63	0.47
A5	Sample 5	3	1	1	1837017	66.83	0.47
A5	Sample 5	3	1	1	1838350	67.05	0.46
A5	Sample 5	3	1	1	1839650	67.22	0.46
A5	Sample 5	3	1	1	1840950	67.43	0.46
A5	Sample 5	3	1	1	1842267	67.63	0.45
A5	Sample 5	3	1	1	1843584	67.84	0.45
A5	Sample 5	3	1	1	1844867	68.04	0.45
A5	Sample 5	3	1	1	1846234	68.21	0.44
A5	Sample 5	3	1	1	1847550	68.43	0.45
A5	Sample 5	3	1	1	1848867	68.61	0.45
A5	Sample 5	3	1	1	1850184	68.83	0.44
A5	Sample 5	3	1	1	1851500	69.03	0.44
A5	Sample 5	3	1	1	1852834	69.21	0.44
A5	Sample 5	3	1	1	1854167	69.4	0.44
A5	Sample 5	3	1	1	1855484	69.62	0.44
A5	Sample 5	3	1	1	1856801	69.83	0.44
A5	Sample 5	3	1	1	1858100	70.03	0.43
A5	Sample 5	3	1	1	1859417	70.2	0.43
A5	Sample 5	3	1	1	1860734	70.38	0.43
A5	Sample 5	3	1	1	1862100	70.63	0.43
A5	Sample 5	3	1	1	1863434	70.81	0.43
A5	Sample 5	3	1	1	1864767	71.04	0.43
A5	Sample 5	3	1	1	1866084	71.21	0.42
A5	Sample 5	3	1	1	1867400	71.41	0.42
A5	Sample 5	3	1	1	1868700	71.61	0.42
A5	Sample 5	3	1	1	1870034	71.82	0.42
A5	Sample 5	3	1	1	1871350	71.99	0.42
A5	Sample 5	3	1	1	1872700	72.2	0.42
A5	Sample 5	3	1	1	1874034	72.39	0.42
A5	Sample 5	3	1	1	1875350	72.6	0.42
A5	Sample 5	3	1	1	1876667	72.83	0.41
A5	Sample 5	3	1	1	1878017	73	0.41
A5	Sample 5	3	1	1	1879334	73.2	0.41
A5	Sample 5	3	1	1	1880634	73.41	0.41
A5	Sample 5	3	1	1	1881984	73.61	0.40
A5	Sample 5	3	1	1	1883300	73.82	0.41
A5	Sample 5	3	1	1	1884600	73.99	0.40
A5	Sample 5	3	1	1	1885900	74.19	0.41
A5	Sample 5	3	1	1	1887217	74.42	0.40
A5	Sample 5	3	1	1	1888517	74.59	0.40
A5	Sample 5	3	1	1	1889834	74.78	0.40
A5	Sample 5	3	1	1	1891167	74.98	0.40
A5	Sample 5	3	1	1	1892500	75.19	0.39
A5	Sample 5	3	1	1	1893834	75.38	0.40
A5	Sample 5	3	1	1	1895150	75.59	0.39
A5	Sample 5	3	1	1	1896484	75.8	0.39
A5	Sample 5	3	1	1	1897817	76	0.39
A5	Sample 5	3	1	1	1899150	76.2	0.39
A5	Sample 5	3	1	1	1900500	76.41	0.39
A5	Sample 5	3	1	1	1901834	76.6	0.39
A5	Sample 5	3	1	1	1903134	76.78	0.39
A5	Sample 5	3	1	1	1904450	77.01	0.38
A5	Sample 5	3	1	1	1905750	77.21	0.39
A5	Sample 5	3	1	1	1907067	77.41	0.38
A5	Sample 5	3	1	1	1908417	77.58	0.38
A5	Sample 5	3	1	1	1909734	77.79	0.38
A5	Sample 5	3	1	1	1911050	77.98	0.38
A5	Sample 5	3	1	1	1912367	78.19	0.38
A5	Sample 5	3	1	1	1913667	78.38	0.38
A5	Sample 5	3	1	1	1914984	78.6	0.38
A5	Sample 5	3	1	1	1916317	78.77	0.38
A5	Sample 5	3	1	1	1917667	79	0.37
A5	Sample 5	3	1	1	1918984	79.2	0.37
A5	Sample 5	3	1	1	1920334	79.38	0.37
A5	Sample 5	3	1	1	1921667	79.61	0.36
A5	Sample 5	3	1	1	1923017	79.8	0.37
A5	Sample 5	3	1	1	1924334	79.98	0.36
A5	Sample 5	3	1	1	1925617	80.17	0.36
A5	Sample 5	3	1	1	1926934	80.38	0.36
A5	Sample 5	3	1	1	1928267	80.58	0.36
A5	Sample 5	3	1	1	1929567	80.79	0.36
A5	Sample 5	3	1	1	1930884	80.96	0.36
A5	Sample 5	3	1	1	1932217	81.17	0.35
A5	Sample 5	3	1	1	1933567	81.4	0.35
A5	Sample 5	3	1	1	1934884	81.6	0.35
A5	Sample 5	3	1	1	1936234	81.78	0.35
A5	Sample 5	3	1	1	1937550	81.98	0.35
A5	Sample 5	3	1	1	1938867	82.15	0.34
A5	Sample 5	3	1	1	1940184	82.38	0.35
A5	Sample 5	3	1	1	1941500	82.6	0.35
A5	Sample 5	3	1	1	1942801	82.76	0.35
A5	Sample 5	3	1	1	1944167	82.97	0.34
A5	Sample 5	3	1	1	1945484	83.17	0.35
A5	Sample 5	3	1	1	1946801	83.38	0.35
A5	Sample 5	3	1	1	1948117	83.59	0.35
A5	Sample 5	3	1	1	1949450	83.76	0.34
A5	Sample 5	3	1	1	1950767	83.97	0.34
A5	Sample 5	3	1	1	1952100	84.18	0.34
A5	Sample 5	3	1	1	1953434	84.38	0.34
A5	Sample 5	3	1	1	1954734	84.58	0.34
A5	Sample 5	3	1	1	1956050	84.74	0.34
A5	Sample 5	3	1	1	1957334	84.96	0.34
